Number,Description,Short description,Close notes,Full description,group_id,root_cause
INC1656050,"Dear Team, This is to inform you that ADis eligible for three Atmo Mini filter on FOC basis.She wants to place his third year FOC filter but system not picking his third FOC filter.When we select the FOC Atmo Mini filter in POS system is not allowing the filter & not showing eligible qty. Pls. check & activate his third FOC mini filter",Order : Order Promotion : Promotion Issue.,"Hi Team

Filter has been added for the user . Kindly check now and let us know in case of any concerns.","Dear Team, This is to inform you that ADis eligible for three Atmo Mini filter on FOC basis.She wants to place his third year FOC filter but system not picking his third FOC filter.When we select the FOC Atmo Mini filter in POS system is not allowing the filter & not showing eligible qty. Pls. check & activate his third FOC mini filter-Order : Order Promotion : Promotion Issue.",11,Order Management Issues
INC1648837,"Dear Team, Below mentioned ADS Partner is eligible for FSSAI Registration uplifts % Points Promo, ADSP updated his FSSAI details on dated but system not showing uplifts points at the time of ordering. please check the same & do activate the same asap.",Order : Order Promotion : Promotion Issue ( FSSAI Uplift Points Not Showing ).,"User is not present in any of the list provided to us. kindly co-ordinate with business regarding the same.
","Dear Team, Below mentioned ADS Partner is eligible for FSSAI Registration uplifts % Points Promo, ADSP updated his FSSAI details on dated but system not showing uplifts points at the time of ordering. please check the same & do activate the same asap.-Order : Order Promotion : Promotion Issue ( FSSAI Uplift Points Not Showing ).",11,Order Management Issues
INC1647845,"Dear Team, User is eligible for FSSAI Registration Points Promo @ % as ADSP updated his FSSAI details on dated ... Please check the same & do activate the same. er#--",Order : Order Promotion : Promotion Issue.,"Offer is activated for the user . Kindly ask the user to try again and let us know in case of any concerns.
","Dear Team, User is eligible for FSSAI Registration Points Promo @ % as ADSP updated his FSSAI details on dated ... Please check the same & do activate the same. er#---Order : Order Promotion : Promotion Issue.",11,Order Management Issues
INC1645300,As per ADSP while ordering through NLCP % pv uplift is not showing.,Order : Order Promotion : Promotion Issue.,"Offer is activated for the user and is eligible for NLCP orders as well . Kindly ask the user to try again and let us know in case of any concerns.
",As per ADSP while ordering through NLCP % pv uplift is not showing.-Order : Order Promotion : Promotion Issue.,11,Order Management Issues
INC1649449,"Hi Team, The ADSP updated the FSSAI details on  still the % uplift offer is not picked on order#",Order : Order Promotion : Promotion Issue.,"User is not present in any of the list provided to us. kindly co-ordinate with business regarding the same.
","Hi Team, The ADSP updated the FSSAI details on  still the % uplift offer is not picked on order#-Order : Order Promotion : Promotion Issue.",11,Order Management Issues
INC1651339,S.No Incident number/Ticket # Date of Incident Reported Issue ADA/PC number (For reference) Ticket Status Region   ADS added his FSSAI details on // ..but he converted into PC on // .he converted PC to ADS on // now system is not picking % uplift (FSSAI OFFER)  OPEN North / Jaipur,Order : Order Promotion : Promotion Issue.,"Hi

The given user  is added to promo, kindly check

Regards",S.No Incident number/Ticket # Date of Incident Reported Issue ADA/PC number (For reference) Ticket Status Region   ADS added his FSSAI details on // ..but he converted into PC on // .he converted PC to ADS on // now system is not picking % uplift (FSSAI OFFER)  OPEN North / Jaipur-Order : Order Promotion : Promotion Issue.,11,Order Management Issues
INC1689001,Promotion Issue: Please check TN promo offer  t shirt is not picking while ordering for below ADSP  offer is not picking on  pin code. Kindly activate the offer for this .Required screenshot is being attached:,Order : Order Promotion : Promotion Issue.,User is eligible for T- Shirt size XL and stock for the same is not present at user's address. Kindly verify and let us know in case of any concerns. ,Promotion Issue: Please check TN promo offer  t shirt is not picking while ordering for below ADSP  offer is not picking on  pin code. Kindly activate the offer for this .Required screenshot is being attached:-Order : Order Promotion : Promotion Issue.,11,Order Management Issues
INC1656643,"Dear Team, Please note that FSSAI Registration Points Promo @ % promo is not picking on ADSP no #   FSSAI Registration Points Promo @ % . You have received % uplift on PV.! Rule Based Promotion  FSSAI Registration done but %, but pv not uplift againts order no # Order No #",Order : Order Promotion : Promotion Issue.,"Hi Team

Please be informed that the reported concern of Order # has been already reported to Business and the further necessary actions will be taken from their end.

Regards","Dear Team, Please note that FSSAI Registration Points Promo @ % promo is not picking on ADSP no #   FSSAI Registration Points Promo @ % . You have received % uplift on PV.! Rule Based Promotion  FSSAI Registration done but %, but pv not uplift againts order no # Order No #-Order : Order Promotion : Promotion Issue.",11,Order Management Issues
INC1648002,T -shirt Not shoing while ordering. Rest two( Yoga mate and Shaker is showing). he is a Team Nutrilite Phase  Qualifier.,Order : Order Promotion : Promotion Issue.,"Tshirt for the user will be picked as per the stock availability .Kindly verify and let us know in case of any concerns.
",T -shirt Not shoing while ordering. Rest two( Yoga mate and Shaker is showing). he is a Team Nutrilite Phase  Qualifier.-Order : Order Promotion : Promotion Issue.,11,Order Management Issues
INC1643693,"Hi Team,  has updated the FSSAI details on September ,   due to which he is eligible for % PV uplift promo on his and his PC's order. But promo was not applied on his  order  dated   . Kindly check and update on this asap.",Order : Order Promotion : Promotion Issue.,"Offer is activated for the user . Kindly ask the user to try again and let us know in case of any concerns.
","Hi Team,  has updated the FSSAI details on September ,   due to which he is eligible for % PV uplift promo on his and his PC's order. But promo was not applied on his  order  dated   . Kindly check and update on this asap.-Order : Order Promotion : Promotion Issue.",11,Order Management Issues
INC1649715,"Hi Team,, has uploaded FSSAI details on  but still FSSAI registration uplift promo @ % not yet activated in his no..Please refer this : .",Order : Order Promotion : Promotion Issue.,"User is not present in any of the list provided to us. kindly co-ordinate with business regarding the same.
","Hi Team,, has uploaded FSSAI details on  but still FSSAI registration uplift promo @ % not yet activated in his no..Please refer this : .-Order : Order Promotion : Promotion Issue.",11,Order Management Issues
INC1693978,"ADSP Qualified for but system is not picking TN offer (Nutrilite Jacket), kindly check and rectify.",Order : Order Promotion : Promotion Issue.,"User is eligible for the offer and will be picked as per the stock availability .Kindly verify and let us know in case of any concerns.
","ADSP Qualified for but system is not picking TN offer (Nutrilite Jacket), kindly check and rectify.-Order : Order Promotion : Promotion Issue.",11,Order Management Issues
